name,stars,bath_number,bed_number,rooms_number,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,latitude,longitude
Rental unit in Barcelona,,,1 bed,1 bedroom,191345418,Sanaz,Sant Martí,Sant Martí de Provençals,Private room,42.0,1,0,,,3,54,0,Exempt,41.4171,2.2024
Hotel in Barcelona,,,1 bed,1 bedroom,521184808,Casa Llimona,Eixample,la Dreta de l'Eixample,Private room,149.0,2,1,2023-10-24,0.58,8,323,1,HB-004635,41.3922,2.1704
Rental unit in Barcelona,,,2 beds,2 bedrooms,9478280,Simona & Pia,Gràcia,la Vila de Gràcia,Entire home/apt,49.0,32,1,2023-10-05,0.43,28,61,1,Exempt,41.4076,2.1596
Rental unit in Barcelona,4.87,0 shared baths,1 bed,1 bedroom,530486901,Claudia,Gràcia,el Camp d'en Grassot i Gràcia Nova,Private room,77.0,2,15,2023-11-26,4.55,1,236,15,Exempt,41.4087,2.1612
Rental unit in Barcelona,New,1.5 shared baths,1 bed,1 bedroom,446797445,Michaela,Ciutat Vella,el Barri Gòtic,Private room,120.0,1,0,,,4,46,0,Exempt,41.3812,2.1793
Rental unit in Barcelona,4.90,1 shared bath,1 bed,1 bedroom,446797445,Michaela,Ciutat Vella,el Barri Gòtic,Private room,51.0,2,10,2023-12-09,4.84,4,34,10,Exempt,41.3797,2.18
Rental unit in Barcelona,,,1 bed,1 bedroom,47171261,Lodging Team,Les Corts,la Maternitat i Sant Ramon,Entire home/apt,55.0,32,0,,,79,138,0,Exempt,41.3819,2.1276
Rental unit in Barcelona,,,1 bed,1 bedroom,47171261,Lodging Team,Sarrià-Sant Gervasi,el Putxet i el Farró,Entire home/apt,82.0,32,0,,,79,188,0,Exempt,41.4044,2.1494
Rental unit in Barcelona,,,1 bed,1 bedroom,517282109,Manuel,Eixample,la Sagrada Família,Private room,26.0,31,0,,,5,256,0,,41.4055,2.1762
Rental unit in Barcelona,,,3 beds,3 bedrooms,71537343,Hector,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,119.0,31,1,2023-11-05,0.75,4,166,1,,41.3889,2.1766
Rental unit in Barcelona,,,4 beds,2 bedrooms,346367515,Ukio,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,143.0,31,0,,,318,5,0,,41.3846,2.1578
Rental unit in Barcelona,,,1 bed,1 bedroom,250042982,HiGuests,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,44.0,32,0,,,37,307,0,Exempt,41.3861,2.1484
Rental unit in Barcelona,New,3 baths,2 beds,2 bedrooms,116498210,Elena,Ciutat Vella,el Raval,Entire home/apt,55.0,31,0,,,1,273,0,Exempt,41.3766,2.167
Rental unit in Barcelona,4.0,1 bath,4 beds,2 bedrooms,531761988,Mohammad,Eixample,Sant Antoni,Entire home/apt,100.0,1,9,2023-11-27,3.97,1,354,9,HUTB-001865,41.3836,2.1628
Rental unit in Barcelona,,,2 beds,2 bedrooms,438136382,Home Club,Les Corts,les Corts,Entire home/apt,105.0,30,0,,,46,316,0,Exempt,41.3892,2.1417
Rental unit in Barcelona,,,2 beds,2 bedrooms,438136382,Home Club,Les Corts,les Corts,Entire home/apt,105.0,30,1,2023-11-17,1.0,46,237,1,Exempt,41.3879,2.1402
Rental unit in Barcelona,,,2 beds,1 bedroom,438136382,Home Club,Les Corts,les Corts,Entire home/apt,112.0,30,1,2023-11-18,1.0,46,364,1,Exempt,41.3879,2.14
Rental unit in Barcelona,,,2 beds,2 bedrooms,438136382,Home Club,Les Corts,les Corts,Entire home/apt,87.0,30,0,,,46,335,0,Exempt,41.3879,2.1402
Hotel in Barcelona,,,1 bed,1 bedroom,521184808,Casa Llimona,Eixample,la Dreta de l'Eixample,Private room,156.0,2,0,,,8,348,0,HB-004635,41.3922,2.1704
Hotel in Barcelona,,,1 bed,1 bedroom,521184808,Casa Llimona,Eixample,la Dreta de l'Eixample,Private room,225.0,2,0,,,8,326,0,HB004635,41.3922,2.1704
Rental unit in Barcelona,,,2 beds,1 bedroom,10483141,Andrey,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,223.0,6,1,2023-09-20,0.35,1,14,1,Exempt,41.4062,2.2163
Rental unit in Barcelona,,,3 beds,3 bedrooms,1254851,Romina,Ciutat Vella,el Raval,Entire home/apt,500.0,31,0,,,4,263,0,,41.3792,2.1646
Rental unit in Barcelona,4.0,1 bath,1 bed,Studio,374138888,Aitor,Eixample,Sant Antoni,Entire home/apt,113.0,1,7,2023-11-25,2.88,6,121,7,HB-004557,41.3831,2.1634
Rental unit in Barcelona,,,1 bed,1 bedroom,121516445,Alberto,Ciutat Vella,la Barceloneta,Private room,19.0,32,0,,,1,90,0,Exempt,41.3832,2.1883
Rental unit in Barcelona,,,3 beds,2 bedrooms,250042982,HiGuests,Gràcia,la Vila de Gràcia,Entire home/apt,63.0,32,0,,,37,211,0,Exempt,41.4043,2.1518
Rental unit in Barcelona,,,6 beds,3 bedrooms,271226374,Jamica,Eixample,Sant Antoni,Entire home/apt,128.0,1,2,2023-11-18,2.0,47,234,2,HUTB-003626,41.3778,2.1536
Rental unit in Barcelona,,,1 bed,1 bedroom,438136382,Home Club,Les Corts,les Corts,Entire home/apt,118.0,30,0,,,46,80,0,Exempt,41.3879,2.14
Hotel in Barcelona,,,2 beds,1 bedroom,521184808,Casa Llimona,Eixample,la Dreta de l'Eixample,Private room,218.0,2,0,,,8,324,0,HB-004635,41.3922,2.1704
Hotel in Barcelona,,,2 beds,1 bedroom,521184808,Casa Llimona,Eixample,la Dreta de l'Eixample,Private room,220.0,2,0,,,8,318,0,HB-004635,41.3922,2.1704
Rental unit in Barcelona,,,1 bed,Studio,296492,Nat,Gràcia,la Vila de Gràcia,Entire home/apt,48.0,32,1,2023-10-08,0.45,1,270,1,,41.4086,2.157
Rental unit in Barcelona,4.90,1 bath,2 beds,1 bedroom,238439178,Lula,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,110.0,5,9,2023-11-23,2.76,2,0,9,Exempt,41.3893,2.1815
Rental unit in Barcelona,4.80,1 shared bath,1 bed,1 bedroom,51741375,Elena,Horta-Guinardó,el Carmel,Private room,50.0,32,5,2023-10-30,1.22,2,269,5,Exempt,41.4222,2.1576
Rental unit in Barcelona,,,5 beds,3 bedrooms,531948766,Francesc,Gràcia,el Coll,Entire home/apt,125.0,3,1,2023-11-01,0.68,1,0,1,HUTB-005061,41.4193,2.1512
Rental unit in Barcelona,4.81,Half-bath,1 bed,1 bedroom,531957009,Yenny,Sants-Montjuïc,Sants - Badal,Private room,,1,36,2023-11-29,10.38,1,0,36,Exempt,41.3768,2.1269
Rental unit in Barcelona,,,1 bed,1 bedroom,245755000,Adriana,Sant Martí,el Besòs i el Maresme,Private room,50.0,4,0,,,2,40,0,Exempt,41.4151,2.2119
Rental unit in Barcelona,3.67,1 bath,2 beds,2 bedrooms,542867,Gabriela,Sants-Montjuïc,la Font de la Guatlla,Entire home/apt,110.0,3,3,2023-11-06,1.11,2,82,3,HUTB-007048,41.3718,2.1476
Rental unit in Barcelona,,,2 beds,1 bedroom,346367515,Ukio,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,117.0,31,0,,,318,278,0,,41.3827,2.157
Rental unit in Barcelona,,,2 beds,Studio,346367515,Ukio,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,120.0,31,0,,,318,301,0,,41.3845,2.1576
Rental unit in Barcelona,5.0,3.5 baths,8 beds,6 bedrooms,46012704,Equity Residences,Eixample,la Dreta de l'Eixample,Entire home/apt,522.0,4,3,2023-11-05,1.05,1,74,3,HUTB-009060,41.3927,2.1755
Rental unit in Barcelona,,,2 beds,2 bedrooms,2262273,Serket,Sant Martí,Provençals del Poblenou,Entire home/apt,53.0,32,0,,,20,315,0,,41.412,2.2075
Rental unit in Barcelona,,,2 beds,2 bedrooms,2262273,Serket,Sant Martí,Provençals del Poblenou,Entire home/apt,98.0,32,0,,,20,365,0,Exempt,41.4126,2.2096
Home in Barcelona,4.46,2 baths,1 bed,1 bedroom,490593094,Volodymyr,Ciutat Vella,el Barri Gòtic,Private room,42.0,2,13,2023-11-22,3.58,2,77,13,Exempt,41.3872,2.1736
Rental unit in Barcelona,4.14,1.5 baths,5 beds,4 bedrooms,259406467,Apca,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,133.0,3,12,2023-11-23,4.24,6,0,12,HUTB-009611,41.3865,2.1604
Rental unit in Barcelona,4.67,1 shared bath,1 bed,1 bedroom,512323428,Joan,Nou Barris,les Roquetes,Private room,40.0,1,3,2023-11-28,1.84,1,345,3,Exempt,41.4489,2.1769
Rental unit in Barcelona,,,3 beds,2 bedrooms,5969578,Keren Business,Sants-Montjuïc,Sants,Entire home/apt,50.0,31,0,,,7,350,0,,41.3723,2.1338
Rental unit in Barcelona,,,1 bed,1 bedroom,2262273,Serket,Sant Martí,el Besòs i el Maresme,Entire home/apt,56.0,32,1,2023-10-23,0.57,20,364,1,Exempt,41.4141,2.209
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,52.0,32,0,,,70,252,0,,41.3768,2.1728
Rental unit in Barcelona,,,1 bed,1 bedroom,2262273,Serket,Sant Martí,Provençals del Poblenou,Entire home/apt,50.0,32,0,,,20,365,0,Exempt,41.4129,2.2085
Rental unit in Barcelona,04.07,1 bath,3 beds,3 bedrooms,1391607,Aline I Andrea,Eixample,la Sagrada Família,Entire home/apt,87.0,3,15,2023-12-10,4.74,142,344,15,HUTB-008619,41.409,2.1728
Rental unit in Barcelona,4.86,2.5 baths,6 beds,4 bedrooms,394270439,Laura,Ciutat Vella,el Raval,Entire home/apt,242.0,32,7,2023-12-11,2.06,33,7,7,HUTB-005697,41.3858,2.1651
Rental unit in Barcelona,,,3 beds,2 bedrooms,5969578,Keren Business,Sants-Montjuïc,el Poble Sec,Entire home/apt,45.0,31,0,,,7,326,0,,41.3723,2.1656
Rental unit in Barcelona,New,1 bath,2 beds,1 bedroom,399639046,Juan,Ciutat Vella,el Raval,Entire home/apt,77.0,32,0,,,1,287,0,Exempt,41.379,2.1682
Rental unit in Barcelona,,,1 bed,1 bedroom,9400556,Loca Bcn,Sants-Montjuïc,el Poble Sec,Entire home/apt,58.0,1,0,,,52,362,0,HUTB-008491,41.3727,2.1695
Hotel in Barcelona,,,2 beds,1 bedroom,523458215,Green House,Eixample,el Fort Pienc,Private room,78.0,1,0,,,10,43,0,HB-000087,41.3984,2.1845
Hotel in Barcelona,,,3 beds,1 bedroom,523458215,Green House,Eixample,el Fort Pienc,Private room,118.0,1,0,,,10,65,0,HB-000087,41.3984,2.1845
Rental unit in Barcelona,,,2 beds,2 bedrooms,532151771,GuestReady,Sants-Montjuïc,el Poble Sec,Entire home/apt,100.0,31,1,2023-11-04,0.73,1,145,1,,41.3742,2.157
Home in Barcelona,4.75,2 baths,1 bed,1 bedroom,490593094,Volodymyr,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,41.0,2,16,2023-11-26,4.1,2,76,16,Exempt,41.387,2.1748
Home in Barcelona,,,3 beds,1 bedroom,10485517,Óscar,Sants-Montjuïc,la Font de la Guatlla,Private room,49.0,31,1,2023-11-01,0.7,2,201,1,Exempt,41.3703,2.1459
Rental unit in Barcelona,,,1 bed,2 bedrooms,130223809,BeAndLiveHomes,Ciutat Vella,el Barri Gòtic,Entire home/apt,86.0,32,1,2023-11-12,0.91,70,269,1,,41.3808,2.178
Home in Barcelona,,,1 bed,1 bedroom,10485517,Óscar,Sants-Montjuïc,la Font de la Guatlla,Private room,49.0,31,1,2023-10-20,0.55,2,91,1,,41.371,2.1468
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,50.0,32,0,,,70,248,0,,41.3762,2.1731
Rental unit in Barcelona,,,2 beds,2 bedrooms,488206933,Jordi,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Entire home/apt,90.0,32,2,2023-12-12,1.62,1,364,2,,41.4039,2.14
Home in Barcelona,4.82,1 shared bath,1 bed,1 bedroom,50729596,Martina,Ciutat Vella,la Barceloneta,Private room,80.0,1,17,2023-11-30,5.8,1,65,17,Exempt,41.3808,2.1905
Hotel in Barcelona,,,3 beds,1 bedroom,523458215,Green House,Eixample,el Fort Pienc,Private room,155.0,1,0,,,10,68,0,HB-000087,41.3993,2.1834
Condo in Barcelona,,,2 beds,1 bedroom,532689236,Jason,Ciutat Vella,el Barri Gòtic,Private room,41.0,32,0,,,2,225,0,,41.3797,2.1772
Rental unit in Barcelona,,,3 beds,3 bedrooms,2262273,Serket,Sant Martí,Provençals del Poblenou,Entire home/apt,60.0,32,0,,,20,306,0,Exempt,41.4129,2.2085
Rental unit in Barcelona,,,3 beds,2 bedrooms,454228487,Homenfun,Gràcia,la Salut,Entire home/apt,88.0,1,2,2023-11-21,0.66,27,127,2,HUTB-010099,41.4114,2.1524
Rental unit in Barcelona,,,3 beds,2 bedrooms,57899508,Carlos,Sant Martí,el Poblenou,Entire home/apt,45.0,1,1,2023-11-09,0.83,1,265,1,HUTB-012988,41.4059,2.2005
Hotel in Barcelona,,,3 beds,1 bedroom,523458215,Green House,Eixample,el Fort Pienc,Private room,124.0,1,0,,,10,69,0,HB-000087,41.3995,2.1836
Rental unit in Barcelona,,,1 bed,1 bedroom,533257316,Abdellatif,Gràcia,la Vila de Gràcia,Entire home/apt,40.0,32,0,,,1,365,0,,41.4028,2.1585
Rental unit in Barcelona,4.59,1 shared bath,2 beds,1 bedroom,353119373,Josep,Ciutat Vella,el Raval,Private room,40.0,32,17,2023-12-11,5.2,12,85,17,Exempt,41.3794,2.1649
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,52.0,32,0,,,70,233,0,,41.3763,2.1713
Hotel in Barcelona,,,4 beds,1 bedroom,523458215,Green House,Eixample,el Fort Pienc,Private room,136.0,1,0,,,10,57,0,HB-000087,41.3974,2.1855
Rental unit in Barcelona,4.35,2.5 shared baths,1 bed,1 bedroom,353119373,Josep,Ciutat Vella,el Raval,Private room,30.0,32,20,2023-12-13,6.19,12,85,20,Exempt,41.3798,2.1658
Rental unit in Barcelona,4.62,2 baths,1 bed,1 bedroom,353119373,Josep,Ciutat Vella,el Raval,Private room,29.0,32,20,2023-12-10,6.19,12,0,20,Exempt,41.3781,2.1662
Rental unit in Barcelona,4.69,2 baths,1 bed,1 bedroom,353119373,Josep,Ciutat Vella,el Raval,Private room,25.0,32,16,2023-12-04,4.8,12,88,16,Exempt,41.3801,2.1672
Rental unit in Barcelona,4.37,2 baths,1 bed,1 bedroom,353119373,Josep,Ciutat Vella,el Raval,Private room,25.0,32,19,2023-12-09,6.95,12,89,19,Exempt,41.3779,2.1651
Rental unit in Barcelona,4.45,2 baths,1 bed,1 bedroom,353119373,Josep,Ciutat Vella,el Raval,Private room,23.0,32,19,2023-12-11,6.26,12,0,19,Exempt,41.3796,2.1667
Rental unit in Barcelona,5.0,1 bath,1 bed,3 bedrooms,532794071,Cristina,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Private room,53.0,3,7,2023-11-13,2.19,2,0,7,HUTB-478003,41.4038,2.1366
Rental unit in Barcelona,4.50,1 bath,1 bed,1 bedroom,65726695,CatalunyaCasas,Ciutat Vella,la Barceloneta,Entire home/apt,50.0,1,4,2023-11-30,1.3,3,290,4,Exempt,41.3778,2.1898
Rental unit in Barcelona,,,1 bed,1 bedroom,7318486,Antonella,Eixample,la Dreta de l'Eixample,Private room,190.0,31,0,,,2,364,0,,41.3909,2.1742
Rental unit in Barcelona,5.0,1 bath,2 beds,1 bedroom,1683936,Ghat,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,91.0,5,3,2023-11-08,1.2,7,334,3,HUTB-003920,41.4021,2.2109
Hotel in Barcelona,,,3 beds,1 bedroom,523458215,Green House,Eixample,el Fort Pienc,Private room,151.0,1,0,,,10,65,0,HB-000087,41.3978,2.1854
Rental unit in Barcelona,,,2 beds,2 bedrooms,221480824,Badi,Sarrià-Sant Gervasi,el Putxet i el Farró,Entire home/apt,59.0,32,0,,,105,337,0,,41.4079,2.1388
Rental unit in Barcelona,,,1 bed,1 bedroom,221480824,Badi,Eixample,Sant Antoni,Private room,84.0,32,0,,,105,3,0,,41.3825,2.1632
Hotel in Barcelona,,,3 beds,1 bedroom,523458215,Green House,Eixample,el Fort Pienc,Private room,142.0,1,0,,,10,60,0,HB-000087,41.3992,2.1852
Hotel in Barcelona,,,4 beds,1 bedroom,523458215,Green House,Eixample,el Fort Pienc,Private room,189.0,1,0,,,10,63,0,HB-000087,41.399,2.1854
Hotel in Barcelona,,,5 beds,1 bedroom,523458215,Green House,Eixample,el Fort Pienc,Private room,194.0,1,0,,,10,60,0,HB-000087,41.3977,2.1852
Rental unit in Barcelona,4.62,1 bath,3 beds,2 bedrooms,4985749,My Address,Eixample,Sant Antoni,Entire home/apt,121.0,5,12,2023-11-27,4.39,20,0,12,HUTB-013093,41.3833,2.1613
Rental unit in Barcelona,,,1 bed,1 bedroom,221480824,Badi,Eixample,Sant Antoni,Private room,81.0,32,0,,,105,201,0,,41.3825,2.1616
Rental unit in Barcelona,5.0,2.5 shared baths,1 bed,1 bedroom,524678814,Carlos Humberto,Nou Barris,la Prosperitat,Private room,55.0,5,5,2023-11-27,1.76,2,253,5,Exempt,41.4416,2.1825
Rental unit in Barcelona,,,5 beds,2 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,Entire home/apt,110.0,2,0,,,174,365,0,HUTB-002524,41.3809,2.1781
Rental unit in Barcelona,,,8 beds,6 bedrooms,1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,Entire home/apt,320.0,1,0,,,174,351,0,HUTB-000067,41.3716,2.1698
Rental unit in Barcelona,,,6 beds,4 bedrooms,1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,Entire home/apt,320.0,1,0,,,174,365,0,HUTB-000067,41.3723,2.1697
Rental unit in Barcelona,,,2 beds,2 bedrooms,346367515,Ukio,Eixample,la Dreta de l'Eixample,Entire home/apt,124.0,31,0,,,318,277,0,,41.395,2.165
Rental unit in Barcelona,,,2 beds,2 bedrooms,446537935,Claudia And Jhon,Ciutat Vella,el Barri Gòtic,Entire home/apt,40.0,15,2,2023-11-25,1.2,2,31,2,HUTB-000839,41.3826,2.1731
Rental unit in Barcelona,,,1 bed,1 bedroom,210947801,Natalia,Ciutat Vella,la Barceloneta,Entire home/apt,,32,0,,,1,270,0,Exempt,41.381,2.1881
Rental unit in Barcelona,,,3 beds,2 bedrooms,60303401,Luke,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,172.0,32,0,,,1,231,0,,41.3883,2.1558
Rental unit in Barcelona,,,3 beds,2 bedrooms,346367515,Ukio,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Entire home/apt,133.0,31,0,,,318,68,0,,41.3951,2.1451
Rental unit in Barcelona,,,1 bed,1 bedroom,310640173,Roberto Andrés,Ciutat Vella,el Raval,Private room,28.0,31,1,2023-11-27,1.0,3,269,1,,41.3852,2.1695
Rental unit in Barcelona,4.33,2 baths,3 beds,2 bedrooms,9400556,Loca Bcn,Sants-Montjuïc,el Poble Sec,Entire home/apt,46.0,1,6,2023-12-02,3.16,52,354,6,HUTB-073260,41.374,2.1577
Rental unit in Barcelona,5.0,1.5 shared baths,1 bed,1 bedroom,383734495,Ariel,Sant Martí,el Poblenou,Private room,53.0,1,18,2023-11-26,5.93,2,104,18,Exempt,41.4032,2.2
Rental unit in Barcelona,4.80,1 bath,1 bed,1 bedroom,533419903,Ana,Eixample,la Nova Esquerra de l'Eixample,Private room,52.0,3,5,2023-11-05,1.95,1,82,5,Exempt,41.3801,2.1504
Rental unit in Barcelona,,,3 beds,2 bedrooms,533423125,Maria Del Pilar,Horta-Guinardó,el Carmel,Entire home/apt,65.0,32,0,,,1,364,0,Exempt,41.4215,2.1518
Rental unit in Barcelona,4.67,1 bath,3 beds,2 bedrooms,9400556,Loca Bcn,Sants-Montjuïc,el Poble Sec,Entire home/apt,500.0,1,6,2023-12-09,2.5,52,323,6,HUTB-073206,41.3738,2.157
Rental unit in Barcelona,4.80,1 bath,5 beds,3 bedrooms,212431311,Quim,Sarrià-Sant Gervasi,el Putxet i el Farró,Entire home/apt,133.0,4,10,2023-11-22,3.61,33,332,10,HUTB-000659,41.4049,2.15
Rental unit in Barcelona,,,10 beds,4 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,Entire home/apt,220.0,2,0,,,174,365,0,HUTB-002524,41.3802,2.1781
Rental unit in Barcelona,,,2 beds,2 bedrooms,164624256,Alexandre,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,150.0,31,0,,,1,154,0,Exempt,41.3896,2.1796
Rental unit in Barcelona,,,2 beds,2 bedrooms,346367515,Ukio,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,110.0,31,0,,,318,217,0,,41.382,2.1513
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,49.0,32,0,,,70,269,0,,41.3748,2.1729
Rental unit in Barcelona,5.0,4 baths,1 bed,1 bedroom,13530812,Lili,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,55.0,4,4,2023-11-13,2.11,15,260,4,Exempt,41.3834,2.1847
Rental unit in Barcelona,4.33,1 bath,1 bed,1 bedroom,530608834,Reymon,Ciutat Vella,el Barri Gòtic,Private room,61.0,1,3,2023-10-07,1.07,3,255,3,Exempt,41.3807,2.1791
Rental unit in Barcelona,4.60,1.5 baths,1 bed,1 bedroom,146119205,Angel,Ciutat Vella,el Raval,Private room,31.0,3,4,2023-11-18,2.86,2,0,4,Exempt,41.381,2.1696
Rental unit in Barcelona,4.0,1 bath,4 beds,3 bedrooms,1391607,Aline I Andrea,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Entire home/apt,77.0,3,7,2023-12-11,2.04,142,0,7,HUTB-007027,41.3996,2.1465
Rental unit in Barcelona,4.83,Shared half-bath,1 bed,1 bedroom,527813285,Andre,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,42.0,2,12,2023-12-10,4.56,2,166,12,Exempt,41.3838,2.1833
Rental unit in Barcelona,,,2 beds,Studio,336524176,Weflating,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,54.0,32,0,,,29,259,0,Exempt,41.3828,2.1845
Rental unit in Barcelona,,,2 beds,Studio,336524176,Weflating,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,54.0,32,0,,,29,364,0,,41.3844,2.1856
Rental unit in Barcelona,4.89,1 bath,5 beds,2 bedrooms,3556337,Alejandro,Sant Martí,el Poblenou,Entire home/apt,72.0,1,9,2023-11-18,2.62,51,310,9,HUTB-008521,41.3981,2.2006
Rental unit in Barcelona,,,2 beds,2 bedrooms,4268705,Sònia,Ciutat Vella,el Raval,Entire home/apt,81.0,32,0,,,1,263,0,,41.3799,2.171
Rental unit in Barcelona,,,3 beds,2 bedrooms,346367515,Ukio,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Entire home/apt,135.0,31,0,,,318,251,0,,41.3999,2.1364
Rental unit in Barcelona,5.0,2.5 baths,6 beds,4 bedrooms,394270439,Laura,Eixample,la Dreta de l'Eixample,Entire home/apt,232.0,30,3,2023-11-26,0.89,33,0,3,HUTB-005697,41.3863,2.1663
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,52.0,32,2,2023-11-15,0.78,70,264,2,,41.3766,2.1716
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,52.0,32,1,2023-11-19,1.0,70,0,1,,41.3754,2.1721
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,45.0,32,0,,,70,269,0,,41.3757,2.1721
Rental unit in Barcelona,,,2 beds,2 bedrooms,9916442,Stayourway Bcn,Eixample,la Dreta de l'Eixample,Entire home/apt,68.0,32,0,,,12,87,0,,41.3967,2.1629
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,52.0,32,0,,,70,250,0,,41.3757,2.1721
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Sants-Montjuïc,el Poble Sec,Entire home/apt,52.0,32,0,,,70,263,0,,41.3748,2.1714
Rental unit in Barcelona,,,5 beds,4 bedrooms,2262273,Serket,Sant Martí,el Besòs i el Maresme,Entire home/apt,60.0,32,0,,,20,236,0,Exempt,41.4151,2.2078
Rental unit in Barcelona,,,1 bed,1 bedroom,221480824,Badi,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,59.0,32,0,,,105,133,0,,41.3847,2.1854
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,46.0,32,1,2023-11-20,1.0,70,269,1,,41.3765,2.1713
Rental unit in Barcelona,,,1 bed,4 bedrooms,953083,Matteo,Eixample,el Fort Pienc,Entire home/apt,80.0,32,0,,,1,26,0,,41.3991,2.1804
Rental unit in Barcelona,New,2 baths,7 beds,3 bedrooms,439642628,My Space New,Sarrià-Sant Gervasi,el Putxet i el Farró,Entire home/apt,109.0,1,0,,,36,237,0,HUTB-003968,41.4077,2.1469
Rental unit in Barcelona,,,1 bed,1 bedroom,499531579,Inmo,Horta-Guinardó,el Baix Guinardó,Private room,20.0,32,0,,,29,75,0,,41.4104,2.1664
Rental unit in Barcelona,,,1 bed,2 bedrooms,130223809,BeAndLiveHomes,Ciutat Vella,el Barri Gòtic,Entire home/apt,90.0,32,0,,,70,364,0,,41.3806,2.1775
Hotel in Barcelona,4.43,1 bath,1 bed,1 bedroom,470328763,Hostal,Ciutat Vella,el Raval,Private room,44.0,1,7,2023-11-24,2.53,31,13,7,HB004232,41.3795,2.1666
Rental unit in Barcelona,4.50,2 baths,3 beds,2 bedrooms,374138888,Aitor,Eixample,Sant Antoni,Entire home/apt,192.0,1,6,2023-11-28,2.31,6,112,6,HB-004557,41.3831,2.1634
Rental unit in Barcelona,,,2 beds,1 bedroom,374138888,Aitor,Eixample,Sant Antoni,Entire home/apt,169.0,1,0,,,6,112,0,HB-004557,41.3831,2.1634
Rental unit in Barcelona,4.50,1 bath,1 bed,1 bedroom,374138888,Aitor,Eixample,Sant Antoni,Entire home/apt,124.0,1,4,2023-11-29,1.52,6,112,4,HB-004557,41.3831,2.1634
Rental unit in Barcelona,,,1 bed,1 bedroom,374138888,Aitor,Eixample,Sant Antoni,Entire home/apt,130.0,1,1,2023-11-26,1.0,6,90,1,HB-004557,41.3831,2.1634
Rental unit in Barcelona,New,1 shared bath,1 bed,1 bedroom,210799816,Juan Diego,Sant Martí,el Clot,Private room,80.0,1,1,2023-10-27,0.63,1,220,1,Exempt,41.4131,2.189
Rental unit in Barcelona,,,1 bed,1 bedroom,3744544,Marta+Paul,Ciutat Vella,el Barri Gòtic,Entire home/apt,66.0,30,2,2023-11-05,0.82,35,179,2,Exempt,41.3803,2.1774
