Ramas de actividad,Año,Total,Código
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5196307,17
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4943076,17
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5049800,17
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3822602,17
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3758477,17
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3943933,17
añadido bruto total,2021,19320851,17
añadido bruto total,2020,17812501,17
añadido bruto total,2019,19797212,17
netos sobre los productos,2021,2034323,17
netos sobre los productos,2020,1708251,17
netos sobre los productos,2019,2031108,17
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,21355174,17
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,19520752,17
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,21828320,17
"Agricultura, ganadería, silvicultura y pesca",2021,1088230,18
"Agricultura, ganadería, silvicultura y pesca",2020,1058030,18
"Agricultura, ganadería, silvicultura y pesca",2019,1075910,18
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1549956,18
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1399420,18
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1291695,18
- De las cuales: Industria manufacturera,2021,713568,18
- De las cuales: Industria manufacturera,2020,612214,18
- De las cuales: Industria manufacturera,2019,631141,18
Construcción,2021,900062,18
Construcción,2020,947043,18
Construcción,2019,1179578,18
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,3580557,18
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2979032,18
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,3897511,18
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,3743645,18
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,3565696,18
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,3690752,18
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4645227,18
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4470191,18
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4630985,18
añadido bruto total,2021,15507677,18
añadido bruto total,2020,14419412,18
añadido bruto total,2019,15766431,18
netos sobre los productos,2021,1632828,18
netos sobre los productos,2020,1382848,18
netos sobre los productos,2019,1617567,18
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,17140505,18
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,15802260,18
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,17383998,18
"Agricultura, ganadería, silvicultura y pesca",2021,219859,19
"Agricultura, ganadería, silvicultura y pesca",2020,208007,19
"Agricultura, ganadería, silvicultura y pesca",2019,184310,19
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1389705,19
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1219830,19
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1357634,19
- De las cuales: Industria manufacturera,2021,826448,19
- De las cuales: Industria manufacturera,2020,771768,19
- De las cuales: Industria manufacturera,2019,859030,19
Construcción,2021,256396,19
Construcción,2020,267054,19
Construcción,2019,336046,19
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,870770,19
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,747142,19
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,857710,19
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1101430,19
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1044130,19
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1074778,19
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1140388,19
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1119976,19
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,1146314,19
añadido bruto total,2021,4978548,19
añadido bruto total,2020,4606139,19
añadido bruto total,2019,4956792,19
netos sobre los productos,2021,524199,19
netos sobre los productos,2020,441737,19
netos sobre los productos,2019,508545,19
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,5502747,19
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,5047876,19
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,5465337,19
"Agricultura, ganadería, silvicultura y pesca",2021,887316,21
"Agricultura, ganadería, silvicultura y pesca",2020,644247,21
"Agricultura, ganadería, silvicultura y pesca",2019,692537,21
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2134574,21
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1494167,21
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1948511,21
- De las cuales: Industria manufacturera,2021,1000517,21
- De las cuales: Industria manufacturera,2020,630072,21
- De las cuales: Industria manufacturera,2019,1067398,21
Construcción,2021,485002,21
Construcción,2020,468596,21
Construcción,2019,546306,21
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1793457,21
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1545198,21
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1951281,21
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2041220,21
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1949759,21
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1996873,21
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2396255,21
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2332641,21
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2427483,21
añadido bruto total,2021,9737824,21
añadido bruto total,2020,8434608,21
añadido bruto total,2019,9562991,21
netos sobre los productos,2021,1025311,21
netos sobre los productos,2020,808894,21
netos sobre los productos,2019,981121,21
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,10763135,21
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,9243502,21
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,10544112,21
"Agricultura, ganadería, silvicultura y pesca",2021,972723,22
"Agricultura, ganadería, silvicultura y pesca",2020,1035363,22
"Agricultura, ganadería, silvicultura y pesca",2019,846752,22
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1105405,22
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,891562,22
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,945859,22
- De las cuales: Industria manufacturera,2021,867271,22
- De las cuales: Industria manufacturera,2020,746279,22
- De las cuales: Industria manufacturera,2019,781522,22
Construcción,2021,442920,22
Construcción,2020,430346,22
Construcción,2019,388936,22
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1275846,22
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1113337,22
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1409365,22
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1055854,22
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1010901,22
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1020279,22
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1301635,22
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1246288,22
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,1283310,22
añadido bruto total,2021,6154383,22
añadido bruto total,2020,5727797,22
añadido bruto total,2019,5894501,22
netos sobre los productos,2021,648005,22
netos sobre los productos,2020,549306,22
netos sobre los productos,2019,604750,22
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,6802388,22
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6277103,22
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,6499251,22
"Agricultura, ganadería, silvicultura y pesca",2021,1535182,23
"Agricultura, ganadería, silvicultura y pesca",2020,1250522,23
"Agricultura, ganadería, silvicultura y pesca",2019,897842,23
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1362513,23
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1222063,23
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1291407,23
- De las cuales: Industria manufacturera,2021,1182833,23
- De las cuales: Industria manufacturera,2020,1078634,23
- De las cuales: Industria manufacturera,2019,1142351,23
Construcción,2021,596843,23
Construcción,2020,545873,23
Construcción,2019,593931,23
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1900108,23
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1636284,23
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2103115,23
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2144868,23
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2073365,23
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2143888,23
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3095299,23
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3013399,23
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3101012,23
añadido bruto total,2021,10634813,23
añadido bruto total,2020,9741506,23
añadido bruto total,2019,10131195,23
netos sobre los productos,2021,1119756,23
netos sobre los productos,2020,934228,23
netos sobre los productos,2019,1039417,23
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,11754569,23
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,10675734,23
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,11170612,23
"Agricultura, ganadería, silvicultura y pesca",2021,487420,24
"Agricultura, ganadería, silvicultura y pesca",2020,398244,24
"Agricultura, ganadería, silvicultura y pesca",2019,365818,24
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1524493,24
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1276866,24
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1208184,24
- De las cuales: Industria manufacturera,2021,1016874,24
- De las cuales: Industria manufacturera,2020,905858,24
- De las cuales: Industria manufacturera,2019,895326,24
Construcción,2021,587871,24
Construcción,2020,502355,24
Construcción,2019,584515,24
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2188755,24
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1950487,24
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2453693,24
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2139793,24
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2047975,24
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2077368,24
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2322297,24
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2314234,24
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2464503,24
añadido bruto total,2021,9250629,24
añadido bruto total,2020,8490161,24
añadido bruto total,2019,9154081,24
netos sobre los productos,2021,974013,24
netos sobre los productos,2020,814222,24
netos sobre los productos,2019,939169,24
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,10224642,24
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,9304383,24
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,10093250,24
"Agricultura, ganadería, silvicultura y pesca",2021,734891,25
"Agricultura, ganadería, silvicultura y pesca",2020,768325,25
"Agricultura, ganadería, silvicultura y pesca",2019,635301,25
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1433652,25
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1208932,25
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1219140,25
- De las cuales: Industria manufacturera,2021,1010745,25
- De las cuales: Industria manufacturera,2020,910459,25
- De las cuales: Industria manufacturera,2019,907084,25
Construcción,2021,641829,25
Construcción,2020,629368,25
Construcción,2019,811609,25
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,3416722,25
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2958971,25
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,3785177,25
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2360633,25
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2268866,25
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2327973,25
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2774807,25
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2679171,25
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2685708,25
añadido bruto total,2021,11362534,25
añadido bruto total,2020,10513633,25
añadido bruto total,2019,11464908,25
netos sobre los productos,2021,1196379,25
netos sobre los productos,2020,1008276,25
netos sobre los productos,2019,1176250,25
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,12558913,25
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,11521909,25
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,12641158,25
"Agricultura, ganadería, silvicultura y pesca",2021,647279,27
"Agricultura, ganadería, silvicultura y pesca",2020,653364,27
"Agricultura, ganadería, silvicultura y pesca",2019,716511,27
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,866820,27
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,774232,27
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1043134,27
- De las cuales: Industria manufacturera,2021,475584,27
- De las cuales: Industria manufacturera,2020,441422,27
- De las cuales: Industria manufacturera,2019,622456,27
Construcción,2021,399301,27
Construcción,2020,391320,27
Construcción,2019,439896,27
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1781960,27
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1572441,27
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1885830,27
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1294058,27
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1245507,27
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1263369,27
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1701452,27
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1651304,27
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,1692749,27
añadido bruto total,2021,6690870,27
añadido bruto total,2020,6288168,27
añadido bruto total,2019,7041489,27
netos sobre los productos,2021,704492,27
netos sobre los productos,2020,603047,27
netos sobre los productos,2019,722426,27
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,7395362,27
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6891215,27
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,7763915,27
"Agricultura, ganadería, silvicultura y pesca",2021,162499,28
"Agricultura, ganadería, silvicultura y pesca",2020,162448,28
"Agricultura, ganadería, silvicultura y pesca",2019,151583,28
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,23091420,28
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,21389543,28
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,22573777,28
- De las cuales: Industria manufacturera,2021,13175614,28
- De las cuales: Industria manufacturera,2020,12425602,28
- De las cuales: Industria manufacturera,2019,13307397,28
Construcción,2021,9638924,28
Construcción,2020,9543051,28
Construcción,2019,10978541,28
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,68316587,28
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,59733235,28
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,71999847,28
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,68867253,28
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,65309206,28
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,67864003,28
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,44835198,28
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,43725772,28
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,45998900,28
añadido bruto total,2021,214911881,28
añadido bruto total,2020,199863255,28
añadido bruto total,2019,219566651,28
netos sobre los productos,2021,22628411,28
netos sobre los productos,2020,19167249,28
netos sobre los productos,2019,22526584,28
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,237540292,28
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,219030504,28
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,242093235,28
"Agricultura, ganadería, silvicultura y pesca",2021,741095,29
"Agricultura, ganadería, silvicultura y pesca",2020,694679,29
"Agricultura, ganadería, silvicultura y pesca",2019,759634,29
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1399899,29
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1232461,29
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1400889,29
- De las cuales: Industria manufacturera,2021,781474,29
- De las cuales: Industria manufacturera,2020,679044,29
- De las cuales: Industria manufacturera,2019,771216,29
Construcción,2021,2484676,29
Construcción,2020,2482994,29
Construcción,2019,2989565,29
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,7893378,29
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,6696639,29
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,8765068,29
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8534746,29
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,8044382,29
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,8342239,29
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,6790462,29
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,6544666,29
