Energía (MWh),Porcentage de Generación Renovable,COD-CCAA,Año,Mes,Tipo de energía
12137.501,0.017244068378034,9,2021,5,5
11316.538,0.0181676047895665,9,2021,6,5
11798.21,0.0211290558276417,9,2021,7,5
10659.251,0.0219172261767592,9,2021,8,5
12685.698,0.0302588093207819,9,2021,9,5
13878.846,0.0381753539053628,9,2021,10,5
13053.68,0.0258347108984014,9,2021,11,5
14790.403,0.0219950535320106,9,2021,12,5
12854.714,0.0171530813654948,9,2021,1,7
10500.627,0.0187211585013753,9,2021,2,7
6547.72,0.0109087852719263,9,2021,3,7
11953.6745,0.0223407684506432,9,2021,4,7
13551.725,0.0192532937826586,9,2021,5,7
12739.654,0.0204522795777136,9,2021,6,7
12990.662,0.0232645818845422,9,2021,7,7
12137.019,0.0249557675801633,9,2021,8,7
11684.6345,0.0278710030239195,9,2021,9,7
12451.9085,0.0342503990450427,9,2021,10,7
10471.526,0.0207243357333023,9,2021,11,7
12481.301,0.0185611496619894,9,2021,12,7
7255.261,0.2166282554744999,13,2019,1,1
7365.365,0.2144963579507908,13,2019,2,1
7916.29,0.2094883776514733,13,2019,3,1
9552.571,0.2552183379658802,13,2019,4,1
8793.242,0.2243546797546918,13,2019,5,1
9590.487,0.2334123666252354,13,2019,6,1
7660.623,0.2042173640806711,13,2019,7,1
6305.742,0.1858501614164082,13,2019,8,1
4911.483,0.146687857209427,13,2019,9,1
4269.331,0.1345216512810594,13,2019,10,1
7635.876,0.2341696549900613,13,2019,11,1
15735.216,0.3751407205406644,13,2019,12,1
5146.445,0.1536630318668705,13,2019,1,3
6551.194,0.1907858270742961,13,2019,2,3
9032.505,0.2390267181443354,13,2019,3,3
7628.735,0.2038187486365858,13,2019,4,3
10747.47,0.2742157204388504,13,2019,5,3
10586.305,0.257648491037688,13,2019,6,3
10375.872,0.2766006406892026,13,2019,7,3
9774.529,0.2880862858676051,13,2019,8,3
8009.285,0.2392077615721373,13,2019,9,3
6472.266,0.2039335694164396,13,2019,10,3
3916.796,0.1201165089619648,13,2019,11,3
3434.892,0.0818907004428387,13,2019,12,3
13467.019,0.4020995016460393,13,2019,1,5
13264.394,0.3862896412362893,13,2019,2,5
14549.112,0.3850124072197434,13,2019,3,5
12888.082,0.3443339879502573,13,2019,4,5
13359.963,0.3408720265403286,13,2019,5,5
14537.617,0.3538151492266509,13,2019,6,5
12972.72,0.3458275760805099,13,2019,7,5
12817.951,0.3777855583653139,13,2019,8,5
12928.104,0.3861147180068875,13,2019,9,5
13460.339,0.4241196171210067,13,2019,10,5
13674.454,0.4193549208181829,13,2019,11,5
14651.851,0.3493123921142521,13,2019,12,5
7623.0325,0.2276092110125901,13,2019,1,7
7156.996,0.2084281737386237,13,2019,2,7
6290.7765,0.1664724969844477,13,2019,3,7
7359.627,0.1966289254472766,13,2019,4,7
6292.811,0.1605575732661289,13,2019,5,7
6373.761,0.1551239931104257,13,2019,6,7
6502.889,0.1733544191496163,13,2019,7,7
5030.9495,0.1482779943506725,13,2019,8,7
7633.6745,0.2279896632115481,13,2019,9,7
7535.193,0.2374251621814941,13,2019,10,7
7381.181,0.2263589152297909,13,2019,11,7
8122.877,0.1936561869022446,13,2019,12,7
12505.179,0.3146005140732783,13,2020,1,1
8883.309,0.2404264160465666,13,2020,2,1
7810.953,0.2063674967255376,13,2020,3,1
12028.71,0.3034601573747149,13,2020,4,1
10583.927,0.2594017801741508,13,2020,5,1
12005.759,0.2789203243546531,13,2020,6,1
12281.391,0.281878962649128,13,2020,7,1
9978.374,0.2539057991356228,13,2020,8,1
7401.98,0.2072796083877788,13,2020,9,1
4474.834,0.136732777863954,13,2020,10,1
8052.323,0.2461497428821153,13,2020,11,1
18567.381,0.4165173057179673,13,2020,12,1
3726.171,0.0937415859561019,13,2020,1,3
5207.19,0.1409323968549919,13,2020,2,3
6451.948,0.1704622160398787,13,2020,3,3
7228.153,0.1823517606550094,13,2020,4,3
9324.62,0.2285373876300819,13,2020,5,3
9810.314,0.2279152832320717,13,2020,6,3
9998.465,0.2294819000782252,13,2020,7,3
9429.589,0.2399416308273751,13,2020,8,3
7745.752,0.2169063468462296,13,2020,9,3
6298.515,0.1924570726797424,13,2020,10,3
3514.309,0.1074281616321531,13,2020,11,3
3401.125,0.0762965666191705,13,2020,12,3
15361.26,0.386452708338944,13,2020,1,5
15455.464,0.4183015380706371,13,2020,2,5
16061.73,0.4243552628189505,13,2020,3,5
14055.227,0.3545851049162664,13,2020,4,5
14797.097,0.3626624884326571,13,2020,5,5
15521.964,0.3606095402632393,13,2020,6,5
14499.984,0.3327994726614399,13,2020,7,5
14024.34,0.3568578663266862,13,2020,8,5
13839.095,0.3875398463710072,13,2020,9,5
14226.017,0.434689381181477,13,2020,10,5
13750.782,0.4203447196204151,13,2020,11,5
15735.508,0.3529906235167749,13,2020,12,5
8156.7815,0.2052051916316757,13,2020,1,7
7402.1775,0.2003396490278042,13,2020,2,7
7525.094,0.1988150244156331,13,2020,3,7
6326.425,0.1596029770540092,13,2020,4,7
6095.645,0.14939834376311,13,2020,5,7
5705.6495,0.132554852150036,13,2020,6,7
6789.8925,0.1558396646112068,13,2020,7,7
5867.209,0.1492947037103157,13,2020,8,7
6723.2945,0.1882741983949845,13,2020,9,7
7727.4905,0.2361207682748265,13,2020,10,7
7395.6935,0.2260773758653163,13,2020,11,7
6873.68,0.154195504146087,13,2020,12,7
26490.113,0.561891954471207,13,2021,1,1
38930.522,0.6009983849523507,13,2021,2,1
24195.068,0.4487302051210572,13,2021,3,1
13088.903,0.3148670540449404,13,2021,4,1
8455.222,0.2153273715236048,13,2021,5,1
10519.844,0.2562573766436158,13,2021,6,1
11175.877,0.266857574448555,13,2021,7,1
11293.412,0.3049757340069145,13,2021,8,1
6847.758,0.2007426950697326,13,2021,9,1
4728.201,0.138311248157976,13,2021,10,1
3614.52,0.1197518194133339,13,2021,11,1
4046.756,0.1330007227399906,13,2021,12,1
2725.131,0.0578037996206386,13,2021,1,3
4573.041,0.0705973132166294,13,2021,2,3
7409.164,0.1374129505027864,13,2021,3,3
6904.51,0.1660951053975899,13,2021,4,3
9294.889,0.2367109955213082,13,2021,5,3
9123.747,0.2222492530668762,13,2021,6,3
10106.43,0.2413213205669774,13,2021,7,3
9325.536,0.2518337404681513,13,2021,8,3
7117.108,0.2086387166459963,13,2021,9,3
6518.099,0.1906700684482863,13,2021,10,3
4832.764,0.1601131773500386,13,2021,11,3
3622.212,0.1190476554349871,13,2021,12,3
12840.69,0.2723688041972068,13,2021,1,5
14136.785,0.2182396874467446,13,2021,2,5
15947.701,0.2957716482110853,13,2021,3,5
14197.974,0.3415469002090289,13,2021,4,5
15235.443,0.3879978426572009,13,2021,5,5
14541.792,0.3542297271344631,13,2021,6,5
14197.692,0.3390124685416324,13,2021,7,5
13566.525,0.3663605755105858,13,2021,8,5
13789.603,0.4042435597405268,13,2021,9,5
15370.066,0.4496113876568426,13,2021,10,5
14372.295,0.4761651548186655,13,2021,11,5
15386.281,0.5056856635983453,13,2021,12,5
5088.562,0.1079354417109475,13,2021,1,7
7136.069,0.110164614384275,13,2021,2,7
6367.0315,0.118085196165071,13,2021,3,7
7378.2305,0.1774909403484407,13,2021,4,7
6281.27,0.1599637902978861,13,2021,5,7
6866.485,0.1672636431550447,13,2021,6,7
6399.558,0.1528086364428353,13,2021,7,7
2845.0535,0.0768299500143483,13,2021,8,7
6357.6465,0.1863750285437442,13,2021,9,7
7568.858,0.2214072957368949,13,2021,10,7
7363.8455,0.243969848417962,13,2021,11,7
7371.3225,0.242265958226677,13,2021,12,7
34583.391,0.0801078830171748,14,2019,1,1
76468.871,0.2730861189058443,14,2019,2,1
49043.068,0.1407834674789923,14,2019,3,1
42637.727,0.1644819814598942,14,2019,4,1
47543.649,0.1347913838729038,14,2019,5,1
39882.439,0.1497698295285329,14,2019,6,1
23208.688,0.0811345404817158,14,2019,7,1
18503.258,0.0815925511515281,14,2019,8,1
16581.292,0.0641477831191626,14,2019,9,1
14618.967,0.0664801338162302,14,2019,10,1
63900.263,0.2328607359725315,14,2019,11,1
83446.172,0.2713132124814277,14,2019,12,1
353912.097,0.8197908893560798,14,2019,1,2
154589.844,0.55207223499115,14,2019,2,2
243962.759,0.7003216672285214,14,2019,3,2
164283.815,0.6337515931135516,14,2019,4,2
244350.044,0.6927587863557748,14,2019,5,2
166495.685,0.6252383501341611,14,2019,6,2
202234.768,0.7069863221525668,14,2019,7,2
148950.919,0.6568186790442321,14,2019,8,2
190009.621,0.7350872271269508,14,2019,9,2
169036.796,0.7686992396895636,14,2019,10,2
172451.762,0.628436290146096,14,2019,11,2
187314.297,0.6090254644966848,14,2019,12,2
15493.086,0.0358876988339006,14,2019,1,3
24400.147,0.0871379602944848,14,2019,2,3
31912.266,0.0916076347954404,14,2019,3,3
26437.665,0.1019876018337678,14,2019,4,3
33237.032,0.0942305782862394,14,2019,5,3
35729.624,0.134174835586123,14,2019,6,3
35452.331,0.1239367164869763,14,2019,7,3
33353.172,0.1470752011605586,14,2019,8,3
28806.176,0.1114419992447167,14,2019,9,3
21628.533,0.0983563180687631,14,2019,10,3
11866.844,0.0432442981887448,14,2019,11,3
12812.364,0.0416575566380851,14,2019,12,3
27721.636,0.0642135287928446,14,2019,1,5
24558.56,0.0877036858085208,14,2019,2,5
23440.055,0.0672872304970458,14,2019,3,5
25865.096,0.0997788235927863,14,2019,4,5
27589.513,0.078219251485082,14,2019,5,5
24183.795,0.090816984751183,14,2019,6,5
25156.095,0.0879424208787411,14,2019,7,5
25968.965,0.1145135686436812,14,2019,8,5
23088.726,0.0893229905091697,14,2019,9,5
14615.487,0.066464308425443,14,2019,10,5
26195.204,0.0954586756926274,14,2019,11,5
23991.149,0.0780037663838024,14,2019,12,5
68693.358,0.2494745166448712,14,2020,1,1
38430.575,0.1684951492822544,14,2020,2,1
79387.92,0.2337378297135638,14,2020,3,1
60232.48,0.2113245796774379,14,2020,4,1
51025.246,0.1649974144924707,14,2020,5,1
34631.549,0.1360343246818508,14,2020,6,1
24280.712,0.0711145627282635,14,2020,7,1
19427.096,0.0646789685232717,14,2020,8,1
18279.816,0.0665133320020587,14,2020,9,1
45703.971,0.1526955990553941,14,2020,10,1
31907.892,0.1316841476437359,14,2020,11,1
68218.181,0.1930730357146243,14,2020,12,1
172277.467,0.6256622046141311,14,2020,1,2
144298.391,0.63266237709777,14,2020,2,2
210465.835,0.6196638922112208,14,2020,3,2
174898.501,0.6136282651824888,14,2020,4,2
197074.674,0.6372690818961763,14,2020,5,2
162729.101,0.6392074279039525,14,2020,6,2
258527.761,0.7571890262786378,14,2020,7,2
225631.881,0.7512001448412872,14,2020,8,2
206404.315,0.7510271837666481,14,2020,9,2
208930.956,0.6980320700719025,14,2020,10,2
169954.878,0.7014052588408264,14,2020,11,2
246710.193,0.6982462036660119,14,2020,12,2
11659.481,0.0423438811479424,14,2020,1,3
20867.56,0.0914918040481154,14,2020,2,3
21674.25,0.0638143958888104,14,2020,3,3
22353.065,0.0784253290853614,14,2020,4,3
33521.312,0.1083959460067165,14,2020,5,3
30003.434,0.1178548751118953,14,2020,6,3
37163.681,0.108846846158699,14,2020,7,3
31412.836,0.1045833011208003,14,2020,8,3
27483.123,0.1000006829692605,14,2020,9,3
19866.066,0.0663719318556367,14,2020,10,3
13865.337,0.057222366323609,14,2020,11,3
10468.352,0.0296278275078788,14,2020,12,3
22721.898,0.082519397593055,14,2020,1,5
24484.669,0.1073506695718601,14,2020,2,5
28117.144,0.082783882186405,14,2020,3,5
27539.495,0.0966218260547117,14,2020,4,5
27627.529,0.0893375576046366,14,2020,5,5
27215.406,0.1069033723023013,14,2020,6,5
21458.786,0.0628495648343996,14,2020,7,5
23890.058,0.0795375855146407,14,2020,8,5
22662.099,0.0824588012620325,14,2020,9,5
24813.272,0.0829003990170665,14,2020,10,5
26578.143,0.1096882271918285,14,2020,11,5
27931.644,0.0790529331114849,14,2020,12,5
90894.154,0.1936078792952535,14,2021,1,1
87206.919,0.2147790226288592,14,2021,2,1
68967.438,0.1436200375582952,14,2021,3,1
27645.648,0.0737419684988683,14,2021,4,1
22567.477,0.0801484925162149,14,2021,5,1
25468.707,0.0924443857719669,14,2021,6,1
19257.172,0.0515184997690035,14,2021,7,1
17414.277,0.053064088024188,14,2021,8,1
11991.399,0.0514992236785783,14,2021,9,1
6889.344,0.0217253305130811,14,2021,10,1
23163.448,0.0523290413317309,14,2021,11,1
65543.093,0.2250007079429558,14,2021,12,1
336028.34,0.7157526796553321,14,2021,1,2
277766.054,0.6841007833059088,14,2021,2,2
366880.549,0.764003996013133,14,2021,3,2
297800.924,0.794353829454165,14,2021,4,2
200994.593,0.7138331694260807,14,2021,5,2
189011.221,0.6860586298846857,14,2021,6,2
291005.426,0.7785236052396358,14,2021,7,2
248650.644,0.7576782923854402,14,2021,8,2
167937.969,0.7212398678133514,14,2021,9,2
258895.389,0.8164184999816705,14,2021,10,2
378790.815,0.8557344404950008,14,2021,11,2
188926.226,0.6485585689248885,14,2021,12,2
14460.216,0.0308007900476337,14,2021,1,3
15507.532,0.0381929851958851,14,2021,2,3
26556.41,0.0553019325092732,14,2021,3,3
25282.226,0.0674377794752096,14,2021,4,3
32122.412,0.1140828856404628,14,2021,5,3
33173.439,0.1204104390654309,14,2021,6,3
35200.485,0.0941714691202483,14,2021,7,3
35552.116,0.1083329852206981,14,2021,8,3
24891.625,0.1069015686658656,14,2021,9,3
24726.665,0.0779747635785405,14,2021,10,3
14978.132,0.0338374186995011,14,2021,11,3
7721.803,0.0265079211564831,14,2021,12,3
28092.78,0.0598386510017807,14,2021,1,5
25550.391,0.0629272088693467,14,2021,2,5
17803.234,0.0370740339192985,14,2021,3,5
24168.273,0.064466422571757,14,2021,4,5
25886.341,0.0919354524172414,14,2021,5,5
27849.648,0.1010865452779165,14,2021,6,5
28328.314,0.0757864258711122,14,2021,7,5
26557.396,0.0809246343696737,14,2021,8,5
28025.216,0.1203593398422046,14,2021,9,5
26599.727,0.0838814059267078,14,2021,10,5
25717.564,0.0580990994737672,14,2021,11,5
29110.597,0.0999328019756725,14,2021,12,5
18320.701,0.0440800482969881,15,2019,1,1
21351.778,0.0899241972240424,15,2019,2,1
21804.493,0.0788415319627802,15,2019,3,1
29005.118,0.0863208558425221,15,2019,4,1
39473.319,0.1244289645453763,15,2019,5,1
51540.401,0.1822950174883191,15,2019,6,1
56336.98,0.1995759022085738,15,2019,7,1
70128.962,0.2967825405998325,15,2019,8,1
54697.348,0.2303240799663847,15,2019,9,1
27930.567,0.1174163474692599,15,2019,10,1
20487.502,0.039221980860104,15,2019,11,1
28001.972,0.0947186669443442,15,2019,12,1
358037.294,0.8614463612305516,15,2019,1,2
170729.445,0.7190365263319671,15,2019,2,2
192867.062,0.6973762074284654,15,2019,3,2
252950.784,0.7527957018108656,15,2019,4,2
205856.201,0.648906010048835,15,2019,5,2
154807.127,0.5475426534570704,15,2019,6,2
152783.902,0.5412428050739732,15,2019,7,2
97209.063,0.4113842820954511,15,2019,8,2
130044.86,0.5476035645065882,15,2019,9,2
157367.931,0.6615536185432441,15,2019,10,2
463240.942,0.8868444459817779,15,2019,11,2
237869.7,0.8046112213258079,15,2019,12,2
35173.584,0.0846284910985757,15,2019,1,3
42619.58,0.1794947248667468,15,2019,2,3
50852.62,0.183874876848598,15,2019,3,3
44136.794,0.1313535711947491,15,2019,4,3
57935.211,0.1826250869719847,15,2019,5,3
59246.63,0.2095514439628433,15,2019,6,3
56759.575,0.2010729611278455,15,2019,7,3
53498.639,0.2264037788132852,15,2019,8,3
42037.245,0.1770138797030252,15,2019,9,3
41396.32,0.17402456216047,15,2019,10,3
32449.509,0.0621224598742088,15,2019,11,3
24855.435,0.0840752811809752,15,2019,12,3
1424.297,0.0034268929201592,15,2019,1,4
8108.496,0.0293190145055918,15,2019,3,4
7317.13,0.0217761887371392,15,2019,4,4
11669.313,0.0367843538453378,15,2019,5,4
14287.839,0.0505351493166552,15,2019,6,4
13452.321,0.0476553606596296,15,2019,7,4
11997.065,0.0507710271034858,15,2019,8,4
7310.304,0.0307828277720993,15,2019,9,4
7506.202,0.0315550637481313,15,2019,10,4
2967.638,0.0056813486014897,15,2019,11,4
1742.018,0.0058925000979592,15,2019,12,4
2667.557,0.0064182064537251,15,2019,1,5
2741.161,0.0115445515772435,15,2019,2,5
2928.33,0.0105883692545645,15,2019,3,5
2605.355,0.0077536824147239,15,2019,4,5
2301.731,0.0072555845884657,15,2019,5,5
2848.72,0.0100757357751121,15,2019,6,5
2950.701,0.0104529709299778,15,2019,7,5
3463.736,0.0146583713879452,15,2019,8,5
3390.18,0.0142756480519025,15,2019,9,5
3675.286,0.0154504080788945,15,2019,10,5
3201.867,0.0061297646824194,15,2019,11,5
3163.963,0.0107023304509135,15,2019,12,5
32249.567,0.1258193028979414,15,2020,1,1
30693.045,0.115076809186497,15,2020,2,1
28723.772,0.0867353030272573,15,2020,3,1
50159.251,0.2337941973939994,15,2020,4,1
53933.744,0.2087807926178564,15,2020,5,1
34910.409,0.1404123210380264,15,2020,6,1
35077.365,0.1696883557285737,15,2020,7,1
45058.178,0.1877190725061324,15,2020,8,1
43023.312,0.1638481870173249,15,2020,9,1
35404.865,0.0990753737647768,15,2020,10,1
14245.26,0.0839658671098804,15,2020,11,1
29379.811,0.0626242226483889,15,2020,12,1
191255.545,0.7461693779412876,15,2020,1,2
186908.104,0.7007707517914219,15,2020,2,2
260829.255,0.787609108956817,15,2020,3,2
114045.472,0.5315703297216268,15,2020,4,2
134346.826,0.5200647078751522,15,2020,5,2
141292.798,0.5682903833391645,15,2020,6,2
97427.705,0.4713109740101213,15,2020,7,2
122532.097,0.5104869442584086,15,2020,8,2
158757.129,0.6046040286885763,15,2020,9,2
264867.847,0.7411942098860346,15,2020,10,2
121275.995,0.714837362026985,15,2020,11,2
404282.483,0.8617440128609238,15,2020,12,2
28692.071,0.1119399950987944,15,2020,1,3
40798.74,0.1529658858555579,15,2020,2,3
34885.5,0.1053414716478527,15,2020,3,3
43056.615,0.200688537921498,15,2020,4,3
56420.617,0.2184076287611056,15,2020,5,3
56715.134,0.22811258392655,15,2020,6,3
57838.866,0.2797981566957868,15,2020,7,3
56240.074,0.2343045146866847,15,2020,8,3
48248.469,0.1837474570068339,15,2020,9,3
45414.512,0.1270859174507498,15,2020,10,3
28534.459,0.1681907239633627,15,2020,11,3
30502.682,0.065017666347173,15,2020,12,3
1315.325,0.0051316433049856,15,2020,1,4
5645.095,0.0211650398373523,15,2020,2,4
3725.853,0.0112507155741946,15,2020,3,4
4212.705,0.0196355799717322,15,2020,4,4
10581.928,0.0409632847900395,15,2020,5,4
12767.689,0.0513526165442999,15,2020,6,4
12911.193,0.0624584859970032,15,2020,7,4
12674.283,0.0528029484334728,15,2020,8,4
9224.035,0.0351284301806971,15,2020,9,4
8479.22,0.0237278659510146,15,2020,10,4
2856.928,0.0168395969459663,15,2020,11,4
2162.347,0.0046091276751601,15,2020,12,4
2804.021,0.0109396807569908,15,2020,1,5
2672.917,0.0100215133291709,15,2020,2,5
3001.489,0.0090634007938783,15,2020,3,5
3070.422,0.0143113549911436,15,2020,4,5
3044.02,0.0117835859558462,15,2020,5,5
2941.788,0.0118320951519592,15,2020,6,5
3461.265,0.0167440275685149,15,2020,7,5
3525.203,0.0146865201153015,15,2020,8,5
3327.391,0.0126718971065678,15,2020,9,5
3186.384,0.0089166329474241,15,2020,10,5
2742.725,0.0161664499538054,15,2020,11,5
2817.199,0.0060049704683538,15,2020,12,5
24136.491,0.055331107359139,15,2021,1,1
42168.572,0.1437693128155314,15,2021,2,1
57353.784,0.1903638279882381,15,2021,3,1
55178.804,0.2390538009084994,15,2021,4,1
50876.323,0.1739461431135712,15,2021,5,1
37953.239,0.1797625612638441,15,2021,6,1
35459.233,0.1560283487904991,15,2021,7,1
40319.814,0.1883252280714508,15,2021,8,1
35589.356,0.1864466409107197,15,2021,9,1
28930.73,0.1545177981452104,15,2021,10,1
23869.564,0.0636382931065144,15,2021,11,1
27798.868,0.0675734199425848,15,2021,12,1
377426.174,0.8652213842411102,15,2021,1,2
215209.702,0.733734852766067,15,2021,2,2
192870.853,0.6401606192964839,15,2021,3,2
129155.918,0.5595484292795924,15,2021,4,2
172897.027,0.5911349175618096,15,2021,5,2
106706.223,0.5054057164731293,15,2021,6,2
116428.0,0.5123085598884847,15,2021,7,2
108016.688,0.5045228483227314,15,2021,8,2
95312.284,0.4993250001300539,15,2021,9,2
107799.05,0.5757501400118645,15,2021,10,2
310544.713,0.8279386866292325,15,2021,11,2
347777.406,0.8453764628898136,15,2021,12,2
30330.378,0.0695301318390179,15,2021,1,3
30658.992,0.104528609872226,15,2021,2,3
43083.276,0.1429983650535383,15,2021,3,3
38759.429,0.1679193485870611,15,2021,4,3
54726.513,0.1871099423282755,15,2021,5,3
52423.209,0.248298447452925,15,2021,6,3
57899.889,0.2547721231258212,15,2021,7,3
53082.407,0.247936570462765,15,2021,8,3
49131.451,0.2573913953941628,15,2021,9,3
43722.699,0.2335210752872739,15,2021,10,3
34275.544,0.0913815231588324,15,2021,11,3
30749.789,0.0747465114494185,15,2021,12,3
1286.261,0.0029486575112709,15,2021,1,4
2365.916,0.0080663418599821,15,2021,2,4
4544.027,0.0150821500147559,15,2021,3,4
4235.468,0.0183495228353684,15,2021,4,4
10617.201,0.036300209128941,15,2021,5,4
10716.084,0.0507558974494508,15,2021,6,4
14086.011,0.0619815165594475,15,2021,7,4
9407.691,0.0439413126558752,15,2021,8,4
7419.033,0.038867064120401,15,2021,9,4
3381.809,0.0180620979984831,15,2021,10,4
3478.634,0.0092743348853077,15,2021,11,4
2324.858,0.0056512591066973,15,2021,12,4
3039.889,0.0069687190494619,15,2021,1,5
2904.0,0.0099008826861934,15,2021,2,5
3433.155,0.0113950376469834,15,2021,3,5
3492.078,0.0151288983894785,15,2021,4,5
3366.127,0.0115087878674026,15,2021,5,5
3331.075,0.0157773773606505,15,2021,6,5
3388.344,0.0149094516357473,15,2021,7,5
3270.122,0.0152740404871775,15,2021,8,5
3430.135,0.0179698994446623,15,2021,9,5
3398.059,0.0181488885571679,15,2021,10,5
2913.321,0.0077671622201127,15,2021,11,5
2736.693,0.0066523466114854,15,2021,12,5
174997.102,0.5386224002909324,16,2019,1,1
36585.947,0.1609050501292568,16,2019,2,1
25196.269,0.0710032847235333,16,2019,3,1
49937.19,0.1592023070547637,16,2019,4,1
53161.452,0.1047224684246004,16,2019,5,1
203767.828,0.3119353720334336,16,2019,6,1
175945.018,0.2774419995019337,16,2019,7,1
84395.919,0.1544639863098171,16,2019,8,1
96129.746,0.2234664062445098,16,2019,9,1
7416.62,0.0292791103431733,16,2019,10,1
92410.186,0.4379087055776904,16,2019,11,1
95889.692,0.4758119175394507,16,2019,12,1
5127.092,0.014448185684942,16,2019,3,2
9727.366,0.0310113386188944,16,2019,4,2
10264.392,0.0202197725358916,16,2019,5,2
6261.247,0.0095849498495818,16,2019,6,2
8005.463,0.0126235552839509,16,2019,7,2
7629.839,0.0139643641636523,16,2019,8,2
9416.964,0.021890987861488,16,2019,9,2
8888.306,0.0350889882639112,16,2019,10,2
14256.5,0.0675579796048494,16,2019,11,2
11793.535,0.0585204142997834,16,2019,12,2
68011.337,0.2093316355715165,16,2019,1,3
80486.313,0.3539789260609833,16,2019,2,3
109254.069,0.3078788279491521,16,2019,3,3
92800.505,0.2958527400489922,16,2019,4,3
126386.095,0.2489673126863812,16,2019,5,3
128443.345,0.1966258511024304,16,2019,6,3
127788.291,0.2015052166352045,16,2019,7,3
125152.418,0.2290577744712101,16,2019,8,3
106563.576,0.247721234645556,16,2019,9,3
97134.967,0.3834665139879757,16,2019,10,3
63349.505,0.3001974234045739,16,2019,11,3
68871.596,0.3417460779492582,16,2019,12,3
58709.926,0.1807028853713418,16,2019,1,4
91393.129,0.4019471192918591,16,2019,2,4
197206.253,0.5557287759953725,16,2019,3,4
146431.171,0.4668300368509043,16,2019,4,4
292671.704,0.5765324709512072,16,2019,5,4
296247.241,0.4535062980364754,16,2019,6,4
297331.54,0.4688524739733704,16,2019,7,4
305339.174,0.5588410737323316,16,2019,8,4
199188.369,0.463039910519844,16,2019,9,4
114759.96,0.453045933567873,16,2019,10,4
20567.529,0.0974643639535755,16,2019,11,4
23489.566,0.1165570063634106,16,2019,12,4
23179.192,0.0713430787662093,16,2019,1,5
18910.613,0.0831689045179007,16,2019,2,5
18076.928,0.050940925647,16,2019,3,5
14775.039,0.0471035774264452,16,2019,4,5
25157.676,0.0495579754019195,16,2019,5,5
18517.664,0.0283475289780785,16,2019,6,5
25098.337,0.0395767546055402,16,2019,7,5
23861.913,0.0436728013229887,16,2019,8,5
18876.724,0.043881460728602,16,2019,9,5
25107.707,0.0991194538370666,16,2019,10,5
20442.425,0.0968715274593107,16,2019,11,5
1484.174,0.007364583848097,16,2019,12,5
90353.729,0.4032418008504191,16,2020,1,1
60864.594,0.2068467678234369,16,2020,2,1
44749.996,0.1364473089932493,16,2020,3,1
67563.233,0.2073492855276114,16,2020,4,1
77545.154,0.1354314599962502,16,2020,5,1
159563.077,0.2069185546745346,16,2020,6,1
228071.039,0.2521821510046108,16,2020,7,1
177582.114,0.2131106737086005,16,2020,8,1
108363.01,0.191155165253125,16,2020,9,1
74508.786,0.1632706722889579,16,2020,10,1
195736.08,0.5113581211940771,16,2020,11,1
185891.969,0.5225422079004678,16,2020,12,1
8964.814,0.0400092810961797,16,2020,1,2
7850.162,0.0266785750117772,16,2020,2,2
14959.167,0.0456120282542733,16,2020,3,2
7642.679,0.0234551243302238,16,2020,4,2
8452.054,0.0147613868068035,16,2020,5,2
7984.295,0.010353891467605,16,2020,6,2
7193.698,0.0079541981448927,16,2020,7,2
8540.472,0.0102491501013972,16,2020,8,2
9301.274,0.0164076890124646,16,2020,9,2
11612.262,0.0254458826310164,16,2020,10,2
12432.325,0.0324792973992028,16,2020,11,2
11719.245,0.032942790321547,16,2020,12,2
76825.802,0.3428676944839512,16,2020,1,3
123561.479,0.4199205298015047,16,2020,2,3
146070.506,0.4453838938216281,16,2020,3,3
149785.591,0.4596869317396494,16,2020,4,3
238551.294,0.4166262927328087,16,2020,5,3
294616.152,0.3820529755490553,16,2020,6,3
311051.707,0.3439353321177966,16,2020,7,3
320601.082,0.3847432099875006,16,2020,8,3
247783.772,0.437097012012703,16,2020,9,3
229362.496,0.5026007123481172,16,2020,10,3
135168.009,0.3531247745831228,16,2020,11,3
116642.502,0.3278819997334835,16,2020,12,3
29216.231,0.1303898105024734,16,2020,1,4
81318.692,0.2763594973430625,16,2020,2,4
98693.205,0.3009256635055141,16,2020,3,4
78392.442,0.240583763057412,16,2020,4,4
223575.263,0.3904708769697669,16,2020,5,4
290880.773,0.3772090026301725,16,2020,6,4
333760.534,0.3690448807249373,16,2020,7,4
301869.388,0.3622638969636487,16,2020,8,4
177447.823,0.3130225704266823,16,2020,9,4
116974.163,0.2563248075662935,16,2020,10,4
24972.566,0.0652405240319265,16,2020,11,4
19370.897,0.0544515792793208,16,2020,12,4
18707.784,0.0834914130669765,16,2020,1,5
20654.747,0.0701946300202188,16,2020,2,5
23492.524,0.0716311054253351,16,2020,3,5
22458.668,0.0689248953451033,16,2020,4,5
24454.822,0.0427099834943705,16,2020,5,5
18095.233,0.0234655756786323,16,2020,6,5
24313.115,0.0268834380077624,16,2020,7,5
24692.818,0.0296330692388528,16,2020,8,5
23989.195,0.0423175632950251,16,2020,9,5
23893.608,0.052357925165615,16,2020,10,5
14467.927,0.0377972827916706,16,2020,11,5
22120.753,0.0621814227651808,16,2020,12,5
289223.834,0.5716713694259091,16,2021,1,1
192870.831,0.4050060323212068,16,2021,2,1
309890.547,0.3494377865582265,16,2021,3,1
